id,original_language,title,popularity,release_date,vote_average,vote_count,weighted_rating
744114,EN,My Policeman,17.866,2022-10-20,7.7,655,5043.5
713776,EN,If Anything Happens I Love You,9.335,2020-03-07,7.7,871,6706.7
11299,JA,Cowboy Bebop: The Movie,23.144,2001-09-01,7.694,871,6701.474
9023,EN,Spirit: Stallion of the Cimarron,68.77,2002-05-24,7.696,4498,34616.608
375794,ES,No Manches Frida,33.564,2016-09-02,7.694,859,6609.146
352173,HI,Drishyam,12.668,2015-07-30,7.694,395,3039.13
51608,KO,The Man from Nowhere,32.487,2010-08-04,7.694,1292,9940.648
767,EN,Harry Potter and the Half-Blood Prince,114.385,2009-07-15,7.693,19169,147467.117
30959,JA,Kwaidan,32.141,1965-01-06,7.692,369,2838.348
653,DE,Nosferatu,32.292,1922-02-16,7.691,1945,14958.994999999999
803700,IT,The Eight Mountains,15.141,2022-12-21,7.691,670,5152.97
776305,JA,Belle,37.252,2021-07-16,7.691,707,5437.537
587272,ES,Father There Is Only One,23.76,2019-08-02,7.69,717,5513.7300000000005
20123,SH,Time of the Gypsies,15.696,1988-12-21,7.7,365,2810.5
773,EN,Little Miss Sunshine,16.927,2006-07-26,7.69,6979,53668.51
573699,ZH,White Snake,29.573,2019-01-11,7.689,448,3444.672
508439,EN,Onward,35.604,2020-02-29,7.689,6044,46472.316
286217,EN,The Martian,65.089,2015-09-30,7.688,19491,149846.808
499,FR,Cléo from 5 to 7,15.583,1962-04-11,7.7,663,5105.1
244063,NL,Boys,15.435,2014-01-08,7.7,675,5197.5
238628,ET,Tangerines,12.247,2013-10-16,7.7,501,3857.7000000000003
44214,EN,Black Swan,43.46,2010-12-03,7.7,14255,109763.5
4808,EN,Charade,22.785,1963-12-01,7.688,1361,10463.368
167581,DE,Free Fall,22.974,2013-05-27,7.7,779,5998.3
993,EN,Sleuth,14.894,1972-12-10,7.685,595,4572.575
851,EN,Brief Encounter,14.042,1945-11-24,7.678,602,4622.156
11898,EN,Kind Hearts and Coronets,16.536,1949-06-21,7.683,526,4041.258
11787,EN,Harvey,15.369,1950-12-04,7.7,595,4581.5
8016,IT,"Germany, Year Zero",13.786,1948-12-01,7.683,360,2765.88
27040,EN,Meshes of the Afternoon,9.325,1943-01-01,7.7,370,2849.0
14811,EN,Fiddler on the Roof,27.558,1971-11-03,7.682,554,4255.828
2493,EN,The Princess Bride,37.823,1987-09-25,7.682,4460,34261.72
22881,EN,The Blind Side,66.631,2009-11-20,7.681,6262,48098.422
675,EN,Harry Potter and the Order of the Phoenix,120.38,2007-07-08,7.681,19193,147421.433
288,EN,High Noon,22.185,1952-06-09,7.7,1391,10710.7
336808,ES,Embrace of the Serpent,11.71,2015-05-25,7.68,449,3448.3199999999997
1075,SR,"Black Cat, White Cat",20.905,1998-06-01,7.7,714,5497.8
446159,PT,Bacurau,10.922,2019-08-29,7.681,1032,7926.792
8416,IT,The Conformist,18.107,1970-07-01,7.679,644,4945.276
12516,JA,Dreams,21.211,1990-05-11,7.7,454,3495.8
5910,JA,Fireworks,17.606,1997-10-30,7.7,669,5151.3
1022789,EN,Inside Out 2,1513.584,2024-06-11,7.677,3341,25648.857
522627,EN,The Gentlemen,47.178,2020-01-23,7.677,5631,43229.187
990,EN,The Hustler,14.675,1961-09-25,7.7,951,7322.7
724495,EN,The Woman King,39.235,2022-09-16,7.676,2000,15352.0
13151,EN,Scooby-Doo on Zombie Island,40.092,1998-09-22,7.675,730,5602.75
1632,EN,Mississippi Burning,33.346,1988-12-08,7.673,1611,12361.203
801335,EN,Girl in the Basement,77.434,2021-02-27,7.679,680,5221.72
534780,HI,Andhadhun,19.896,2018-10-05,7.675,492,3776.1
82702,EN,How to Train Your Dragon 2,72.418,2014-06-05,7.675,9425,72336.875
15251,EN,Eddie Murphy: Delirious,11.302,1983-10-15,7.675,314,2409.95
965150,EN,Aftersun,41.094,2022-10-21,7.7,1315,10125.5
508933,EN,Ricky Gervais: Humanity,9.7,2018-03-13,7.673,445,3414.485
414906,EN,The Batman,115.62,2022-03-01,7.7,9977,76822.90000000001
13830,EN,Shottas,20.828,2002-02-27,7.673,320,2455.36
845,EN,Strangers on a Train,20.26,1951-06-27,7.7,1639,12620.300000000001
68,EN,Brazil,20.234,1985-02-20,7.672,3234,24811.248
672322,JA,Rurouni Kenshin: The Beginning,37.328,2021-06-04,7.7,435,3349.5
11474,EN,The Warriors,38.223,1979-02-01,7.671,2100,16109.1
1587,EN,What's Eating Gilbert Grape,36.079,1993-12-17,7.67,3881,29767.27
575452,IT,The Traitor,13.358,2019-05-23,7.7,1316,10133.2
49992,IT,Lucky and Zorba,11.802,1998-12-22,7.67,605,4640.35
891,EN,All the President's Men,19.422,1976-04-09,7.671,1765,13539.315
164,EN,Breakfast at Tiffany's,33.463,1961-10-06,7.67,4108,31508.36
435366,KO,Fabricated City,23.201,2017-02-09,7.669,305,2339.045
11362,EN,The Count of Monte Cristo,56.343,2002-01-23,7.666,1735,13300.51
1904,EN,Memoirs of a Geisha,30.961,2005-12-06,7.666,3015,23112.99
144288,JA,Berserk: The Golden Age Arc III - The Advent,43.068,2013-02-01,7.665,346,2652.09
8358,EN,Cast Away,55.775,2000-12-22,7.665,11206,85893.99
567410,DE,System Crasher,10.86,2019-09-19,7.664,311,2383.504
100402,EN,Captain America: The Winter Soldier,52.681,2014-03-20,7.664,18537,142067.568
578,EN,Jaws,71.803,1975-06-20,7.664,10256,78601.984
2433,FR,The Young Girls of Rochefort,14.446,1967-03-08,7.7,578,4450.6
966220,UK,Sniper: The White Raven,53.365,2022-05-03,7.7,729,5613.3
227932,PT,My Mom Is a Character 2,8.298,2016-12-22,7.662,494,3785.028
30020,FA,Taste of Cherry,30.53,1997-09-28,7.661,571,4374.431
13929,EN,Geri's Game,21.326,1997-11-24,7.661,1119,8572.659
614917,EN,King Richard,29.406,2021-11-18,7.66,2388,18292.08
371645,EN,Hunt for the Wilderpeople,23.543,2016-03-31,7.7,2025,15592.5
1592,EN,Primal Fear,34.034,1996-03-06,7.66,3307,25331.62
16306,FR,Fantastic Planet,14.608,1973-12-01,7.659,934,7153.505999999999
3763,JA,Onibaba,24.381,1964-11-21,7.7,394,3033.8
218,EN,The Terminator,103.013,1984-10-26,7.659,12909,98870.031
502356,EN,The Super Mario Bros. Movie,183.678,2023-04-05,7.657,8866,67886.962
51739,JA,The Secret World of Arrietty,52.506,2010-07-16,7.657,2771,21217.547
247,EN,The Killing,24.68,1956-06-06,7.657,1495,11447.215
13466,EN,October Sky,35.408,1999-02-19,7.655,1206,9231.93
12548,IT,I Vitelloni,18.274,1953-09-17,7.654,667,5105.218
871,EN,Planet of the Apes,69.718,1968-02-07,7.7,3468,26703.600000000002
869626,EN,Marcel the Shell with Shoes On,28.629,2022-06-24,7.653,514,3933.642
537116,EN,"tick, tick... BOOM!",17.61,2021-11-11,7.653,2011,15390.182999999999
496450,FR,"Miraculous: Ladybug & Cat Noir, The Movie",93.888,2023-07-05,7.7,837,6444.900000000001
426426,ES,Roma,17.894,2018-11-21,7.652,3836,29353.072
342470,EN,All the Bright Places,26.517,2020-02-28,7.7,2825,21752.5
812,EN,Aladdin,64.922,1992-11-25,7.652,11095,84898.94
108,FR,Three Colors: Blue,20.128,1993-09-08,7.65,1643,12568.95
50531,IT,Ask Me If I'm Happy,8.362,2000-12-15,7.65,1639,12538.35
583083,EN,The Kissing Booth 2,47.576,2020-07-24,7.6,4949,37612.4
25188,EN,The Last Picture Show,14.613,1971-10-03,7.6,668,5076.8
15794,EN,White Heat,17.633,1949-09-02,7.649,460,3518.54
976573,EN,Elemental,130.987,2023-06-14,7.647,4317,33012.099
37247,EN,The Graduate,34.929,1967-12-21,7.647,3263,24952.161
4347,EN,Atonement,37.719,2007-02-27,7.647,4119,31497.993000000002
581577,DE,Persian Lessons,18.955,2020-04-17,7.6,390,2964.0
177945,JA,"Like Father, Like Son",20.234,2013-09-28,7.646,676,5168.696
12219,EN,12 Angry Men,26.371,1997-08-17,7.646,349,2668.454
4995,EN,Boogie Nights,31.356,1997-10-07,7.646,3082,23564.971999999998
1726,EN,Iron Man,108.978,2008-04-30,7.646,26092,199499.432
471707,PL,Corpus Christi,15.147,2019-09-10,7.645,534,4082.43
728118,SR,"Quo Vadis, Aida?",12.795,2021-02-26,7.644,374,2858.856
110160,FR,Laurence Anyways,19.514,2012-05-18,7.6,842,6399.2
74308,EN,Detachment,25.249,2011-04-24,7.64,1628,12437.92
261,EN,Cat on a Hot Tin Roof,17.469,1958-08-29,7.6,738,5608.8
1027014,EN,Entergalactic,15.384,2022-09-28,7.643,361,2759.123
580175,DA,Another Round,30.216,2020-09-24,7.643,3165,24190.095
99,ES,All About My Mother,21.39,1999-04-16,7.643,1848,14124.264
498249,FR,Bad Seeds,12.806,2018-11-21,7.6,589,4476.4
24160,IT,My Friends Act II,9.569,1982-12-22,7.642,334,2552.4280000000003
627725,EN,The Banker,45.807,2020-03-06,7.641,909,6945.669
9912,EN,The World's Fastest Indian,27.822,2005-10-12,7.6,739,5616.4
4497,ES,Viridiana,12.603,1962-04-01,7.6,494,3754.3999999999996
573171,ES,Little Eggs: A Frozen Rescue,32.456,2022-12-14,7.64,340,2597.6
221731,JA,Rurouni Kenshin Part II: Kyoto Inferno,27.396,2014-08-01,7.639,557,4254.923
13363,EN,The Man from Earth,45.473,2007-06-10,7.6,2423,18414.8
212,EN,Arsenic and Old Lace,19.165,1944-09-01,7.639,909,6943.851000000001
838209,KO,Exhuma,109.385,2024-02-22,7.639,317,2421.563
28580,EN,The Lost Weekend,21.441,1945-11-29,7.6,566,4301.599999999999
19101,EN,A Little Princess,18.459,1995-05-10,7.6,942,7159.2
313297,EN,Kubo and the Two Strings,33.15,2016-08-18,7.636,3513,26825.268
11482,EN,The Tenant,16.017,1976-05-26,7.636,1081,8254.516
10633,EN,In the Heat of the Night,22.606,1967-08-02,7.6,1031,7835.599999999999
207703,EN,Kingsman: The Secret Service,81.919,2014-12-13,7.635,16476,125794.26
14580,EN,The Big Heat,20.857,1953-10-14,7.6,481,3655.6
14438,EN,Fireproof,61.139,2008-09-26,7.635,728,5558.28
637649,EN,Wrath of Man,93.236,2021-04-22,7.634,5163,39414.342000000004
995,EN,Stagecoach,23.401,1939-03-03,7.634,1082,8259.988000000001
381289,EN,A Dog's Purpose,36.005,2017-01-19,7.633,3254,24837.782
513434,JA,One Cut of the Dead,13.984,2017-11-04,7.632,801,6113.232
804095,EN,The Fabelmans,33.048,2022-11-11,7.631,2229,17009.499
9343,DE,Fitzcarraldo,17.369,1982-03-02,7.6,734,5578.4
514439,EN,Breakthrough,26.042,2019-04-10,7.63,1049,8003.87
320007,DE,Victoria,13.199,2015-06-11,7.63,1189,9072.07
29154,EN,Stand and Deliver,17.549,1988-03-11,7.63,362,2762.06
13386,IT,I'm Starting from Three,15.507,1981-03-05,7.63,663,5058.69
10637,EN,Remember the Titans,33.52,2000-09-29,7.629,2603,19858.287
55,ES,Amores Perros,27.574,2000-06-16,7.629,2547,19431.063
746,EN,The Last Emperor,28.165,1987-10-04,7.6,1639,12456.4
38251,IT,Mediterraneo,10.571,1991-02-02,7.627,989,7543.103
12093,SV,Lilya 4-ever,28.225,2002-08-23,7.623,538,4101.174
14813,EN,Mickey's Christmas Carol,25.176,1983-10-19,7.6,870,6612.0
4495,ES,The Spirit of the Beehive,18.038,1973-10-08,7.6,337,2561.2
21191,ES,Sin Nombre,35.328,2009-03-20,7.624,666,5077.584
8832,IT,Il Divo,10.256,2008-05-28,7.624,1085,8272.039999999999
1939,EN,Laura,19.118,1944-10-11,7.6,781,5935.599999999999
1678,JA,Godzilla,34.773,1954-11-03,7.624,943,7189.432
981,EN,The Philadelphia Story,14.636,1940-12-05,7.6,843,6406.799999999999
137113,EN,Edge of Tomorrow,91.058,2014-05-27,7.623,13630,103901.49
419430,EN,Get Out,63.719,2017-02-24,7.622,17134,130595.348
76600,EN,Avatar: The Way of Water,135.651,2022-12-14,7.6,11674,88722.4
293660,EN,Deadpool,207.419,2016-02-09,7.621,30667,233713.20700000002
841755,EN,Mortal Kombat Legends: Battle of the Realms,38.89,2021-08-30,7.6,420,3192.0
702,EN,A Streetcar Named Desire,22.487,1951-09-19,7.6,1324,10062.4
643,RU,Battleship Potemkin,24.683,1925-12-24,7.62,1129,8602.98
283995,EN,Guardians of the Galaxy Vol. 2,79.09,2017-04-19,7.6,21327,162085.19999999998
14624,EN,The Ultimate Gift,34.877,2007-03-09,7.619,433,3299.027
11657,FR,Le Cercle Rouge,22.954,1970-10-19,7.6,615,4674.0
10322,EN,Being There,15.88,1979-12-19,7.619,956,7283.764
793,EN,Blue Velvet,37.046,1986-09-19,7.619,3231,24616.988999999998
225745,JA,Steins;Gate: The Movie - Load Region of Déjà Vu,16.145,2013-04-20,7.6,331,2515.6
9444,EN,Anastasia,41.245,1997-11-20,7.618,5203,39636.454000000005
466282,EN,To All the Boys I've Loved Before,45.671,2018-08-16,7.6,8279,62920.399999999994
1933,EN,The Others,64.513,2001-08-02,7.617,6380,48596.46
642,EN,Butch Cassidy and the Sundance Kid,37.291,1969-09-23,7.6,2146,16309.599999999999
624932,EN,Dave Chappelle: Sticks & Stones,9.916,2019-08-26,7.616,301,2292.4159999999997
25768,EN,"Steamboat Bill, Jr.",10.526,1928-05-09,7.616,325,2475.2
976,EN,Sweet Smell of Success,15.573,1957-07-04,7.6,475,3610.0
795514,EN,The Fallout,45.043,2021-03-17,7.615,1075,8186.125
11171,EN,Mysterious Skin,23.557,2005-03-30,7.6,1024,7782.4
650,EN,Boyz n the Hood,26.848,1991-07-12,7.613,1935,14731.155
756999,EN,The Black Phone,54.863,2022-06-22,7.613,4787,36443.431000000004
12501,EN,The Big Country,26.448,1958-09-30,7.6,341,2591.6
76341,EN,Mad Max: Fury Road,118.412,2015-05-13,7.612,22351,170135.812
10331,EN,Night of the Living Dead,30.808,1968-10-04,7.612,2379,18108.948
585244,EN,I Still Believe,21.62,2020-03-12,7.611,1158,8813.538
20992,RU,Brother,13.138,1997-12-12,7.611,396,3013.956
9693,EN,Children of Men,43.756,2006-09-22,7.612,6966,53025.192
768744,JA,My Hero Academia: World Heroes' Mission,43.894,2021-08-06,7.61,510,3881.1000000000004
309809,EN,The Little Prince,27.978,2015-07-29,7.61,2753,20950.33
228205,EN,The Longest Ride,46.323,2015-04-09,7.611,3082,23457.102
72213,EN,Courageous,25.93,2011-09-30,7.608,356,2708.448
11321,EN,Seven Pounds,39.15,2008-12-18,7.609,6678,50812.902
417261,EN,Forever My Girl,36.234,2018-01-26,7.609,1191,9062.319
13980,JA,Sword of the Stranger,36.828,2007-09-29,7.609,396,3013.164
589739,EN,Hair Love,5.629,2019-08-14,7.608,456,3469.248
38757,EN,Tangled,118.337,2010-11-24,7.608,11276,85787.80799999999
576,EN,The Wild Bunch,17.343,1969-06-19,7.6,1157,8793.199999999999
137,EN,Groundhog Day,52.461,1993-02-11,7.608,7857,59776.056
348678,SV,A Man Called Ove,21.681,2015-12-25,7.607,1118,8504.626
10835,CN,The Killer,34.097,1989-03-24,7.6,769,5844.4
398978,EN,The Irishman,37.672,2019-11-01,7.606,6688,50868.928
329865,EN,Arrival,58.488,2016-11-10,7.605,17538,133376.49000000002
15137,JA,Evangelion: 1.0 You Are (Not) Alone,37.407,2007-09-01,7.605,923,7019.415
4235,FR,The Sicilian Clan,23.98,1969-12-05,7.6,313,2378.7999999999997
1093,FR,Elevator to the Gallows,16.925,1958-01-29,7.6,582,4423.2
343,EN,Harold and Maude,19.717,1971-12-20,7.605,1061,8068.905000000001
399566,EN,Godzilla vs. Kong,79.669,2021-03-24,7.604,9857,74952.628
180299,ID,The Raid 2,35.702,2014-03-27,7.604,2280,17337.12
568124,EN,Encanto,104.968,2021-10-13,7.603,9329,70928.387
11969,EN,Tombstone,50.068,1993-12-25,7.603,2066,15707.797999999999
3309,EN,Mildred Pierce,15.711,1945-10-20,7.603,383,2911.949
63,EN,Twelve Monkeys,35.87,1995-12-29,7.603,8207,62397.820999999996
20875,RU,Operation Y and Other Shurik's Adventures,19.745,1965-07-24,7.602,416,3162.4320000000002
15999,JA,Vampire Hunter D: Bloodlust,43.195,2000-08-25,7.601,631,4796.231
819,EN,Sleepers,40.473,1996-10-18,7.601,3460,26299.46
366170,JA,Yu-Gi-Oh!: The Dark Side of Dimensions,28.51,2016-04-23,7.6,424,3222.3999999999996
333339,EN,Ready Player One,85.207,2018-03-28,7.6,15388,116948.79999999999
28145,EN,"They Shoot Horses, Don't They?",14.402,1969-12-10,7.6,304,2310.4
10754,PL,A Short Film About Killing,15.752,1988-03-11,7.6,345,2622.0
3580,EN,Changeling,26.804,2008-10-24,7.599,4089,31072.311
820,EN,JFK,25.087,1991-12-20,7.599,2060,15653.94
244267,EN,I Origins,20.287,2014-07-18,7.598,3175,24123.649999999998
910,EN,The Big Sleep,24.025,1946-08-23,7.598,1012,7689.1759999999995
283587,EN,Beasts of No Nation,20.376,2015-09-11,7.597,1698,12899.706
222935,EN,The Fault in Our Stars,46.308,2014-05-16,7.597,11030,83794.91
14784,EN,The Fall,28.521,2006-09-09,7.6,1252,9515.199999999999
863,EN,Toy Story 2,93.918,1999-10-30,7.597,13665,103813.005
244,EN,King Kong,30.793,1933-03-15,7.597,1438,10924.486
4481,FR,Manon of the Spring,22.895,1986-11-19,7.6,495,3762.0
265169,TR,Winter Sleep,11.588,2014-06-13,7.595,529,4017.7549999999997
71,EN,Billy Elliot,20.221,2000-09-28,7.595,3761,28564.795
284427,DE,Who Am I,32.289,2014-09-25,7.595,1490,11316.55
20108,FR,Au Hasard Balthazar,16.76,1966-05-25,7.6,435,3306.0
586863,FR,Les Misérables,16.903,2019-11-14,7.593,1478,11222.454
21575,FR,A Prophet,15.563,2009-08-26,7.592,1484,11266.528
476968,EN,"Paul, Apostle of Christ",23.766,2018-03-23,7.6,347,2637.2
431693,EN,Spies in Disguise,35.257,2019-12-04,7.591,2755,20913.205
284053,EN,Thor: Ragnarok,103.083,2017-10-02,7.591,20532,155858.412
707886,EN,Feel the Beat,26.406,2020-06-19,7.59,1106,8394.539999999999
4951,EN,10 Things I Hate About You,69.185,1999-03-30,7.59,7942,60279.78
1712,EN,Giant,52.103,1956-11-08,7.6,679,5160.4
1654,EN,The Dirty Dozen,35.941,1967-06-15,7.59,1173,8903.07
616,EN,The Last Samurai,39.976,2003-12-05,7.59,6736,51126.24
364111,JA,The Anthem of the Heart,22.139,2015-09-19,7.589,389,2952.121
786892,EN,Furiosa: A Mad Max Saga,488.679,2024-05-22,7.588,2969,22528.772
530079,JA,Ride Your Wave,19.662,2019-06-21,7.588,324,2458.512
13002,EN,Barbie in the 12 Dancing Princesses,55.347,2006-09-19,7.588,1157,8779.316
678,EN,Out of the Past,18.482,1947-11-25,7.6,565,4294.0
630,EN,The Wizard of Oz,68.733,1939-08-15,7.6,5437,41321.2
596054,ES,Heroic Losers,13.497,2019-08-15,7.587,547,4150.089
54186,JA,Confessions,20.874,2010-06-04,7.587,870,6600.69
4922,EN,The Curious Case of Benjamin Button,50.177,2008-12-25,7.587,12584,95474.80799999999
315846,JA,Our Little Sister,21.746,2015-06-13,7.6,460,3496.0
31417,FR,Eyes Without a Face,20.009,1960-01-11,7.6,692,5259.2
9377,EN,Ferris Bueller's Day Off,39.517,1986-06-11,7.585,4812,36499.02
306819,EN,The Danish Girl,24.295,2015-11-27,7.584,5701,43236.384
8327,ES,The Holy Mountain,29.115,1973-11-29,7.584,876,6643.584
4982,EN,American Gangster,27.152,2007-11-02,7.584,5297,40172.448
1541,EN,Thelma & Louise,29.798,1991-05-24,7.584,3343,25353.311999999998
489999,EN,Searching,32.211,2018-08-24,7.583,3788,28724.404000000002
19995,EN,Avatar,98.087,2009-12-15,7.583,31229,236809.507
7214,EN,Coach Carter,46.28,2005-01-14,7.583,2894,21945.202
1628,FR,Jules and Jim,20.702,1962-01-23,7.583,941,7135.603
1579,EN,Apocalypto,85.155,2006-12-07,7.582,5452,41337.064
198375,JA,The Garden of Words,27.072,2013-05-31,7.58,1976,14978.08
64690,EN,Drive,52.797,2011-09-15,7.58,12409,94060.22
9289,EN,The Longest Day,35.332,1962-09-25,7.6,911,6923.599999999999
1152014,FR,A Little Something Extra,64.198,2024-04-18,7.6,332,2523.2
915935,FR,Anatomy of a Fall,58.751,2023-08-23,7.578,2270,17202.06
17058,EN,Scarlet Street,13.193,1945-12-25,7.6,372,2827.2
433,EN,Mary Poppins,38.751,1964-12-17,7.6,4592,34899.2
57158,EN,The Hobbit: The Desolation of Smaug,84.302,2013-12-11,7.577,12964,98228.228
41411,FR,The Round Up,15.438,2010-03-10,7.577,987,7478.499
10950,EN,I Am Sam,20.332,2001-12-28,7.6,2241,17031.6
8440,PT,Carandiru,13.023,2003-03-21,7.576,535,4053.16
1913,ES,The Sea Inside,16.793,2004-09-03,7.576,892,6757.7919999999995
940721,JA,Godzilla Minus One,151.744,2023-11-03,7.575,2095,15869.625
1954,EN,The Butterfly Effect,63.539,2004-01-17,7.575,7390,55979.25
64,ES,Talk to Her,16.675,2002-03-15,7.575,1262,9559.65
246741,EN,What We Do in the Shadows,21.617,2014-06-19,7.575,3454,26164.05
61202,HI,Zindagi Na Milegi Dobara,19.893,2011-07-15,7.6,336,2553.6
26371,EN,Maurice,15.199,1987-09-18,7.574,520,3938.48
13562,EN,My Man Godfrey,21.953,1936-09-02,7.6,336,2553.6
118406,JA,Road to Ninja: Naruto the Movie,64.091,2012-07-28,7.572,993,7518.996
16219,EN,Gladiator,29.12,1992-03-06,7.573,330,2499.09
507089,EN,Five Nights at Freddy's,116.266,2023-10-25,7.572,3897,29508.084
277834,EN,Moana,30.202,2016-10-13,7.572,12195,92340.54
12102,EN,Kramer vs. Kramer,25.359,1979-12-07,7.572,2167,16408.524
264660,EN,Ex Machina,42.8,2015-01-21,7.571,13091,99111.961
10451,ZH,Eat Drink Man Woman,27.522,1994-08-03,7.6,329,2500.4
850165,EN,The Iron Claw,58.584,2023-12-21,7.57,761,5760.77
722778,IT,The Hand of God,12.011,2021-11-24,7.569,1602,12125.538
612706,EN,Work It,16.387,2020-08-07,7.569,1144,8658.936
638,EN,Lost Highway,22.595,1997-01-15,7.569,2530,19149.57
597922,EN,The Greatest Beer Run Ever,32.219,2022-09-23,7.6,688,5228.8
573435,EN,Bad Boys: Ride or Die,1158.792,2024-06-05,7.571,1822,13794.362
514754,EN,Bao,13.47,2018-06-15,7.568,1176,8899.967999999999
9394,IT,They Call Me Trinity,18.475,1970-12-22,7.568,1283,9709.743999999999
347201,JA,Boruto: Naruto the Movie,43.214,2015-08-07,7.567,1388,10502.996000000001
39324,JA,Dragon Ball Z: The History of Trunks,36.986,1993-02-24,7.56,521,3938.7599999999998
17431,EN,Moon,29.265,2009-06-12,7.567,5576,42193.592000000004
2649,EN,The Game,33.902,1997-09-12,7.568,6432,48677.376
2013,FR,The Diving Bell and the Butterfly,14.323,2007-05-23,7.567,1144,8656.648000000001
475888,EN,Tell It to the Bees,17.699,2018-09-09,7.566,432,3268.5119999999997
24653,IT,The Consequences of Love,9.042,2004-09-24,7.566,798,6037.668
10363,FR,Purple Noon,36.084,1960-03-10,7.6,482,3663.2
8703,CS,Three Wishes for Cinderella,14.906,1973-11-16,7.6,326,2477.6
42987,EN,The Servant,13.312,1963-11-14,7.565,322,2435.9300000000003
1544,EN,Imagine Me & You,30.272,2006-01-27,7.6,995,7562.0
824,EN,Moulin Rouge!,25.49,2001-05-18,7.565,4446,33633.990000000005
929170,EN,Honor Society,17.295,2022-07-23,7.564,367,2775.988
899405,ES,Anonymously Yours,11.065,2021-12-10,7.564,358,2707.912
335984,EN,Blade Runner 2049,115.125,2017-10-04,7.564,13421,101516.444
18329,CN,Happy Together,23.789,1997-05-30,7.564,669,5060.316
507569,JA,The Seven Deadly Sins: Prisoners of the Sky,7.663,2018-08-18,7.563,1004,7593.2519999999995
481848,EN,The Call of the Wild,41.62,2020-02-19,7.563,3656,27650.327999999998
17057,EN,In a Lonely Place,17.986,1950-05-17,7.6,560,4256.0
11688,EN,The Emperor's New Groove,91.466,2000-12-15,7.562,6600,49909.200000000004
3558,EN,"Girl, Interrupted",32.851,1999-12-21,7.562,3732,28221.384000000002
8429,IT,Paisan,13.666,1946-12-10,7.561,304,2298.544
4638,EN,Hot Fuzz,50.065,2007-02-14,7.561,7412,56042.132
3933,EN,Corpse Bride,127.251,2005-09-12,7.56,8929,67503.23999999999
629542,EN,The Bad Guys,49.781,2022-03-17,7.56,1990,15044.4
11159,EN,Secrets & Lies,15.073,1996-05-24,7.559,630,4762.17
782,EN,Gattaca,33.651,1997-09-07,7.559,6209,46933.831
220,EN,East of Eden,19.474,1955-04-10,7.559,732,5533.188
614409,EN,To All the Boys: Always and Forever,23.527,2021-02-12,7.558,1872,14148.576
451915,EN,Beautiful Boy,27.258,2018-10-12,7.558,2449,18509.542
256040,TE,Bāhubali: The Beginning,37.336,2015-07-10,7.6,789,5996.4
36557,EN,Casino Royale,48.087,2006-11-14,7.558,10533,79608.414
783,EN,Gandhi,25.95,1982-12-01,7.558,2250,17005.5
575264,EN,Mission: Impossible - Dead Reckoning Part One,120.838,2023-07-08,7.557,3649,27575.493000000002
33997,EN,Desert Flower,17.316,2009-09-24,7.557,412,3113.4840000000004
13696,EN,Angels with Dirty Faces,20.535,1938-11-26,7.557,308,2327.556
1879,EN,Guess Who's Coming to Dinner,17.723,1967-12-11,7.557,802,6060.714
4960,EN,"Synecdoche, New York",16.034,2008-10-24,7.556,1380,10427.28
948,EN,Halloween,97.838,1978-10-24,7.556,5443,41127.308
484468,FR,The Wolf's Call,22.385,2019-02-20,7.555,1945,14694.474999999999
765,EN,Evil Dead II,41.395,1987-03-13,7.6,3051,23187.6
375572,IT,Italian Race,12.236,2016-04-07,7.554,935,7062.990000000001
870,JA,Dolls,9.591,2002-10-12,7.553,312,2356.536
848685,GL,The Beasts,18.5,2022-07-20,7.553,680,5136.04
111083,ES,The Body,27.428,2012-12-21,7.6,1232,9363.199999999999
532,EN,A Close Shave,20.243,1995-04-10,7.6,795,6042.0
338,DE,"Good Bye, Lenin!",15.912,2003-02-13,7.552,2352,17762.304
18,EN,The Fifth Element,70.248,1997-05-02,7.551,10568,79798.96800000001
730840,EN,Trollhunters: Rise of the Titans,28.586,2021-07-21,7.6,322,2447.2
429450,KO,Pandora,20.62,2016-12-07,7.551,457,3450.8070000000002
967,EN,Spartacus,53.273,1960-10-13,7.551,2098,15841.998
921,EN,Cinderella Man,29.88,2005-06-02,7.551,2139,16151.589
71859,EN,We Need to Talk About Kevin,24.745,2011-09-28,7.548,2745,20719.26
566525,EN,Shang-Chi and the Legend of the Ten Rings,97.447,2021-09-01,7.549,9223,69624.42700000001
109424,EN,Captain Phillips,35.347,2013-10-10,7.549,6807,51386.043000000005
607259,EN,Fatherhood,16.315,2021-06-18,7.548,1370,10340.76
334541,EN,Manchester by the Sea,20.967,2016-11-18,7.547,5756,43440.532
4550,KO,Lady Vengeance,22.464,2005-07-29,7.546,1622,12239.612000000001
416144,EN,Hotel Mumbai,28.623,2019-03-14,7.545,1511,11400.495
9016,EN,Treasure Planet,55.645,2002-11-26,7.545,4100,30934.5
1372,EN,Blood Diamond,50.86,2006-12-08,7.545,7463,56308.335
682507,EN,Where the Crawdads Sing,39.093,2022-07-14,7.544,1701,12832.344
599521,EN,Z-O-M-B-I-E-S 2,27.961,2020-06-13,7.544,440,3319.3599999999997
138843,EN,The Conjuring,130.277,2013-07-18,7.544,11346,85594.224
747,EN,Shaun of the Dead,46.003,2004-04-09,7.544,8284,62494.496
31216,EN,I Can't Think Straight,16.274,2008-06-01,7.543,302,2277.986
9040,EN,Serpico,25.509,1973-12-18,7.543,1871,14112.953
